"","ts","id","antenna","power","location","Easting","Northing","goodtags"
"981948",2009-10-03 06:13:07,89,"Fm-N",103,"Farm",548301.986713281,4727521.82406138,TRUE
"981962",2009-10-03 06:13:22,89,"Fm-S",80,"Farm",548300.471757015,4727523.72598587,TRUE
"981973",2009-10-03 06:13:38,89,"Fm-W",215,"Farm",548300.974230509,4727523.45187231,TRUE
"981979",2009-10-03 06:13:45,89,"Fm-N",101,"Farm",548300.951478881,4727523.4517135,TRUE
"981988",2009-10-03 06:14:00,89,"Fm-S",73,"Farm",548298.819430686,4727525.75033892,TRUE
"981998",2009-10-03 06:14:08,89,"Fm-W",210,"Farm",548302.393443696,4727522.22790828,TRUE
"982005",2009-10-03 06:14:16,89,"Fm-N",104,"Farm",548302.261455327,4727521.57920507,TRUE
"982016",2009-10-03 06:14:31,89,"Fm-S",63,"Farm",548303.438080963,4727522.51282097,TRUE
"982027",2009-10-03 06:14:38,89,"Fm-W",213,"Farm",548302.656559124,4727523.64869573,TRUE
"982036",2009-10-03 06:14:46,89,"Fm-N",93,"Farm",548301.876329364,4727524.59949906,TRUE
"982044",2009-10-03 06:15:01,89,"Fm-S",59,"Farm",548306.6092435,4727518.03133094,TRUE
"982052",2009-10-03 06:15:09,89,"Fm-W",209,"Farm",548305.723651881,4727517.77837479,TRUE
"982056",2009-10-03 06:15:16,89,"Fm-N",92,"Farm",548304.34721312,4727516.1338883,TRUE
"982063",2009-10-03 06:15:32,89,"Fm-S",66,"Farm",548304.120557855,4727516.00891911,TRUE
"982069",2009-10-03 06:15:39,89,"Fm-W",211,"Farm",548304.074623923,4727516.07029199,TRUE
"982073",2009-10-03 06:15:47,89,"Fm-N",94,"Farm",548303.199941584,4727517.51398397,TRUE
"982082",2009-10-03 06:16:10,89,"Fm-S",51,"Farm",548300.54230479,4727516.87849818,TRUE
"982089",2009-10-03 06:16:17,89,"Fm-W",210,"Farm",548300.75159091,4727516.23217709,TRUE
"982096",2009-10-03 06:16:25,89,"Fm-N",94,"Farm",548302.795579319,4727516.77083923,TRUE
"982102",2009-10-03 06:16:40,89,"Fm-S",53,"Farm",548304.516953347,4727517.89333834,TRUE
"982106",2009-10-03 06:16:48,89,"Fm-W",210,"Farm",548304.471450055,4727517.89302071,TRUE
"982110",2009-10-03 06:16:55,89,"Fm-N",83,"Farm",548304.53884373,4727518.01687818,TRUE
"982116",2009-10-03 06:17:10,89,"Fm-S",45,"Farm",548304.446975886,4727518.13962393,TRUE
"982121",2009-10-03 06:17:18,89,"Fm-W",212,"Farm",548304.446760571,4727518.17046918,TRUE
"982126",2009-10-03 06:17:26,89,"Fm-N",89,"Farm",548302.592896636,4727519.73071315,TRUE
"982129",2009-10-03 06:17:41,89,"Fm-S",64,"Farm",548301.608978236,4727520.52586093,TRUE
"982134",2009-10-03 06:17:48,89,"Fm-W",208,"Farm",548301.744626848,4727520.6501948,TRUE
"982138",2009-10-03 06:17:56,89,"Fm-N",99,"Farm",548304.690138542,4727519.15926432,TRUE
"982142",2009-10-03 06:18:11,89,"Fm-S",59,"Farm",548302.639907068,4727519.51511399,TRUE
"982145",2009-10-03 06:18:19,89,"Fm-W",210,"Farm",548302.616724813,4727519.57664569,TRUE
"982150",2009-10-03 06:18:26,89,"Fm-N",90,"Farm",548300.265985734,4727520.60902711,TRUE
"982162",2009-10-03 06:18:49,89,"Fm-S",63,"Farm",548299.871672571,4727521.68591136,TRUE
"982166",2009-10-03 06:18:57,89,"Fm-W",208,"Farm",548300.374646655,4727518.08035147,TRUE
"982171",2009-10-03 06:19:04,89,"Fm-N",91,"Farm",548300.8116645,4727517.40477317,TRUE
"982177",2009-10-03 06:19:20,89,"Fm-S",51,"Farm",548301.166147377,4727522.03426105,TRUE
"982183",2009-10-03 06:19:27,89,"Fm-W",209,"Farm",548300.374291579,4727524.65070829,TRUE
"982188",2009-10-03 06:19:35,89,"Fm-N",91,"Farm",548300.073999245,4727525.29639419,TRUE
"982190",2009-10-03 06:19:50,89,"Fm-S",53,"Farm",548299.639134899,4727525.66351999,TRUE
"982195",2009-10-03 06:19:58,89,"Fm-W",209,"Farm",548297.947979936,4727526.73135274,TRUE
"982200",2009-10-03 06:20:05,89,"Fm-N",89,"Farm",548299.587818713,4727526.49602426,TRUE
"982203",2009-10-03 06:20:20,89,"Fm-S",53,"Farm",548300.680757565,4727526.38026583,TRUE
"982208",2009-10-03 06:20:28,89,"Fm-W",210,"Farm",548299.377671819,4727527.26572642,TRUE
"982212",2009-10-03 06:20:36,89,"Fm-N",101,"Farm",548298.636341274,4727525.9032948,TRUE
"982217",2009-10-03 06:20:51,89,"Fm-S",53,"Farm",548298.843904634,4727525.50373568,TRUE
"982220",2009-10-03 06:20:58,89,"Fm-W",211,"Farm",548297.928888195,4727526.20682461,TRUE
"982230",2009-10-03 06:21:14,89,"Fm-N",99,"Farm",548296.741067827,4727526.87716289,TRUE
"982233",2009-10-03 06:21:29,89,"Fm-S",68,"Farm",548296.411996467,4727528.38635729,TRUE
"982237",2009-10-03 06:21:36,89,"Fm-W",211,"Farm",548295.411140837,4727528.34852527,TRUE
"982242",2009-10-03 06:21:44,89,"Fm-N",93,"Farm",548291.759689485,4727529.92707333,TRUE
"982246",2009-10-03 06:21:59,89,"Fm-S",73,"Farm",548290.90632174,4727528.31708662,TRUE
"982250",2009-10-03 06:22:07,89,"Fm-W",215,"Farm",548292.954612579,4727528.23884079,TRUE
"982255",2009-10-03 06:22:14,89,"Fm-N",98,"Farm",548293.022221619,4727528.33185289,TRUE
"982258",2009-10-03 06:22:29,89,"Fm-S",77,"Farm",548294.764838975,4727529.67042518,TRUE
"982263",2009-10-03 06:22:37,89,"Fm-W",213,"Farm",548294.381290721,4727529.205047,TRUE
"982268",2009-10-03 06:22:45,89,"Fm-N",107,"Farm",548294.448038647,4727529.42144014,TRUE
"982272",2009-10-03 06:23:00,89,"Fm-S",64,"Farm",548294.558352334,4727529.91575815,TRUE
"982278",2009-10-03 06:23:07,89,"Fm-W",212,"Farm",548294.463471018,4727530.47033759,TRUE
"982281",2009-10-03 06:23:15,89,"Fm-N",93,"Farm",548294.301626535,4727530.83936916,TRUE
"982289",2009-10-03 06:23:30,89,"Fm-S",74,"Farm",548293.352301927,4727529.93818787,TRUE
"982295",2009-10-03 06:23:45,89,"Fm-W",213,"Farm",548292.447188713,4727529.22239579,TRUE
"982299",2009-10-03 06:23:53,89,"Fm-N",104,"Farm",548292.425082892,4727529.12970125,TRUE
"982307",2009-10-03 06:24:16,89,"Fm-W",213,"Farm",548295.067929194,4727528.62375075,TRUE
"982312",2009-10-03 06:24:23,89,"Fm-N",90,"Farm",548295.730524508,4727528.2273673,TRUE
"982313",2009-10-03 06:24:39,89,"Fm-S",58,"Farm",548295.710356221,4727527.85706545,TRUE
"982318",2009-10-03 06:24:46,89,"Fm-W",210,"Farm",548295.854831172,4727526.71674376,TRUE
"982324",2009-10-03 06:24:54,89,"Fm-N",98,"Farm",548296.062394346,4727526.31718456,TRUE
"982327",2009-10-03 06:25:09,89,"Fm-S",74,"Farm",548298.844981088,4727525.34950941,TRUE
"982334",2009-10-03 06:25:17,89,"Fm-W",211,"Farm",548297.00676761,4727527.92780708,TRUE
"982338",2009-10-03 06:25:24,89,"Fm-N",92,"Farm",548296.478959619,4727528.57190519,TRUE
"982342",2009-10-03 06:25:39,89,"Fm-S",55,"Farm",548297.823026954,4727528.33451201,TRUE
"982346",2009-10-03 06:25:47,89,"Fm-W",212,"Farm",548297.832068986,4727527.03901131,TRUE
"982350",2009-10-03 06:25:55,89,"Fm-N",99,"Farm",548296.030601033,4727527.61252647,TRUE
"982356",2009-10-03 06:26:02,89,"Fm-E",17,"Farm",548294.725148126,4727528.83728573,TRUE
"982363",2009-10-03 06:26:25,89,"Fm-W",210,"Farm",548296.228907178,4727528.53931323,TRUE
"982367",2009-10-03 06:26:33,89,"Fm-N",88,"Farm",548299.410688021,4727529.0550688,TRUE
"982371",2009-10-03 06:26:48,89,"Fm-S",74,"Farm",548297.947979936,4727526.73135274,TRUE
"982375",2009-10-03 06:26:55,89,"Fm-W",209,"Farm",548297.859772193,4727526.32972924,TRUE
"982381",2009-10-03 06:27:03,89,"Fm-N",92,"Farm",548300.924351058,4727527.3382156,TRUE
"982397",2009-10-03 06:27:26,89,"Fm-W",211,"Farm",548299.369705964,4727528.40700085,TRUE
"982403",2009-10-03 06:27:33,89,"Fm-N",100,"Farm",548297.688024284,4727528.11764245,TRUE
"982411",2009-10-03 06:27:56,89,"Fm-W",210,"Farm",548299.405375184,4727526.55644436,TRUE
"982416",2009-10-03 06:28:04,89,"Fm-N",88,"Farm",548297.611011389,4727526.1120657,TRUE
"982419",2009-10-03 06:28:19,89,"Fm-S",49,"Farm",548300.219266288,4727527.30244738,TRUE
"982423",2009-10-03 06:28:27,89,"Fm-W",210,"Farm",548300.491424476,4727527.42773405,TRUE
"982427",2009-10-03 06:28:34,89,"Fm-N",94,"Farm",548300.536066512,4727527.55143268,TRUE
"982434",2009-10-03 06:28:57,89,"Fm-S",68,"Farm",548302.49105383,4727524.54209643,TRUE
"982439",2009-10-03 06:29:05,89,"Fm-W",209,"Farm",548302.103845605,4727524.60108716,TRUE
"982444",2009-10-03 06:29:12,89,"Fm-N",92,"Farm",548304.841145976,4727523.60225153,TRUE
"982446",2009-10-03 06:29:27,89,"Fm-S",76,"Farm",548304.859160617,4727524.28100596,TRUE
"982451",2009-10-03 06:29:35,89,"Fm-W",211,"Farm",548304.063284362,4727524.21375681,TRUE
"982457",2009-10-03 06:29:43,89,"Fm-N",93,"Farm",548302.813021505,4727524.05079573,TRUE
"982460",2009-10-03 06:29:58,89,"Fm-S",69,"Farm",548303.043336788,4727523.65139555,TRUE
"982466",2009-10-03 06:30:05,89,"Fm-W",211,"Farm",548301.538069242,4727524.16528335,TRUE
"982471",2009-10-03 06:30:13,89,"Fm-N",91,"Farm",548299.713202717,4727524.83117452,TRUE
"982474",2009-10-03 06:30:28,89,"Fm-S",63,"Farm",548300.957867689,4727525.79611167,TRUE
"982478",2009-10-03 06:30:36,89,"Fm-W",207,"Farm",548301.480293743,4727525.92314526,TRUE
"982483",2009-10-03 06:30:43,89,"Fm-N",79,"Farm",548301.415268418,4727525.45999001,TRUE
"982492",2009-10-03 06:31:06,89,"Fm-W",205,"Farm",548299.92076617,4727524.43161543,TRUE
"982496",2009-10-03 06:31:14,89,"Fm-W",207,"Farm",548299.504132232,4727525.44665039,TRUE
"982501",2009-10-03 06:31:21,89,"Fm-N",95,"Farm",548298.893283115,4727524.9488387,TRUE
"982506",2009-10-03 06:31:37,89,"Fm-S",48,"Farm",548298.857252665,4727523.59132989,TRUE
"982510",2009-10-03 06:31:44,89,"Fm-W",212,"Farm",548299.956435533,4727522.58105896,TRUE
"982514",2009-10-03 06:31:52,89,"Fm-N",96,"Farm",548301.634027717,4727523.45647773,TRUE
"982517",2009-10-03 06:32:07,89,"Fm-S",58,"Farm",548299.381616559,4727523.44075603,TRUE
"982522",2009-10-03 06:32:14,89,"Fm-W",210,"Farm",548297.934769701,4727522.10424695,TRUE
"982526",2009-10-03 06:32:22,89,"Fm-N",94,"Farm",548298.34451437,4727522.07626004,TRUE
"982530",2009-10-03 06:32:37,89,"Fm-S",65,"Farm",548299.796743528,4727522.64163785,TRUE
"982535",2009-10-03 06:32:45,89,"Fm-W",212,"Farm",548300.566208296,4727523.23309702,TRUE
"982539",2009-10-03 06:32:52,89,"Fm-N",98,"Farm",548300.972938707,4727523.63694384,TRUE
"982543",2009-10-03 06:33:08,89,"Fm-S",56,"Farm",548299.13106402,4727526.73961027,TRUE
"982548",2009-10-03 06:33:15,89,"Fm-W",210,"Farm",548299.039626968,4727526.80066558,TRUE
"982551",2009-10-03 06:33:23,89,"Fm-N",95,"Farm",548299.656073566,4727526.49650067,TRUE
"982556",2009-10-03 06:33:38,89,"Fm-S",71,"Farm",548300.063880316,4727526.74612116,TRUE
"982560",2009-10-03 06:33:46,89,"Fm-S",57,"Farm",548300.788487266,4727527.244727,TRUE
"982564",2009-10-03 06:33:53,89,"Fm-W",211,"Farm",548300.376589913,4727527.5811663,TRUE
"982569",2009-10-03 06:34:01,89,"Fm-N",98,"Farm",548298.045160884,4727529.10723135,TRUE
"982576",2009-10-03 06:34:24,89,"Fm-W",209,"Farm",548300.111036086,4727529.76943255,TRUE
"982581",2009-10-03 06:34:31,89,"Fm-N",94,"Farm",548300.496952213,4727529.89551325,TRUE
"982583",2009-10-03 06:34:46,89,"Fm-S",51,"Farm",548296.536450408,4727530.11464432,TRUE
"982588",2009-10-03 06:34:54,89,"Fm-W",211,"Farm",548296.56027842,4727529.96057683,TRUE
"982592",2009-10-03 06:35:02,89,"Fm-N",93,"Farm",548298.656440267,4727529.54335247,TRUE
"982595",2009-10-03 06:35:09,89,"Fm-E",38,"Farm",548299.305687522,4727531.05937517,TRUE
"982596",2009-10-03 06:35:17,89,"Fm-S",62,"Farm",548298.392394072,4727531.515702,TRUE
"982602",2009-10-03 06:35:24,89,"Fm-W",208,"Farm",548297.04897318,4727531.6605593,TRUE
"982607",2009-10-03 06:35:32,89,"Fm-N",88,"Farm",548296.889066127,4727531.75198351,TRUE
"982614",2009-10-03 06:35:55,89,"Fm-W",209,"Farm",548298.220715106,4727530.03385938,TRUE
"982618",2009-10-03 06:36:02,89,"Fm-N",83,"Farm",548298.401220931,4727530.25104655,TRUE
"982626",2009-10-03 06:36:25,89,"Fm-S",66,"Farm",548302.261313691,4727528.11871669,TRUE
"982629",2009-10-03 06:36:33,89,"Fm-W",205,"Farm",548301.831832009,4727527.71471098,TRUE
"982633",2009-10-03 06:36:40,89,"Fm-N",91,"Farm",548302.26712696,4727527.28589481,TRUE
"982637",2009-10-03 06:36:56,89,"Fm-S",38,"Farm",548302.19908742,4727527.25457312,TRUE
"982642",2009-10-03 06:37:03,89,"Fm-W",209,"Farm",548302.108080959,4727527.25393788,TRUE
"982647",2009-10-03 06:37:11,89,"Fm-N",81,"Farm",548299.837225327,4727526.62115211,TRUE
"982650",2009-10-03 06:37:26,89,"Fm-S",41,"Farm",548297.146506538,4727527.46608102,TRUE
"982655",2009-10-03 06:37:34,89,"Fm-W",206,"Farm",548296.146727172,4727527.27402262,TRUE
"982660",2009-10-03 06:37:41,89,"Fm-N",90,"Farm",548295.158357299,4727525.44716586,TRUE
"982663",2009-10-03 06:37:56,89,"Fm-S",45,"Farm",548295.854253134,4727523.53952373,TRUE
"982668",2009-10-03 06:38:04,89,"Fm-W",208,"Farm",548296.968006467,4727523.7015308,TRUE
"982672",2009-10-03 06:38:12,89,"Fm-N",90,"Farm",548295.145293021,4727524.05897062,TRUE
"982675",2009-10-03 06:38:27,89,"Fm-S",62,"Farm",548293.799502813,4727524.54312636,TRUE
"982679",2009-10-03 06:38:34,89,"Fm-W",207,"Farm",548295.233716228,4727524.42974882,TRUE
"982682",2009-10-03 06:38:42,89,"Fm-N",82,"Farm",548297.350263157,4727524.35198064,TRUE
"982687",2009-10-03 06:38:50,89,"Fm-N",90,"Farm",548297.873765815,4727524.32478769,TRUE
"982690",2009-10-03 06:39:05,89,"Fm-S",54,"Farm",548299.316160482,4727523.03929132,TRUE
"982695",2009-10-03 06:39:12,89,"Fm-W",209,"Farm",548299.338912112,4727523.03945012,TRUE
"982700",2009-10-03 06:39:20,89,"Fm-N",86,"Farm",548297.875918679,4727524.01633514,TRUE
"982708",2009-10-03 06:39:43,89,"Fm-W",206,"Farm",548298.05298008,4727524.72704637,TRUE
"982712",2009-10-03 06:39:50,89,"Fm-N",86,"Farm",548298.23477778,4727524.759162,TRUE
"982716",2009-10-03 06:40:06,89,"Fm-S",63,"Farm",548298.74478627,4727523.40546437,TRUE
"982720",2009-10-03 06:40:13,89,"Fm-W",210,"Farm",548298.39044821,4727522.01488713,TRUE
"982724",2009-10-03 06:40:21,89,"Fm-N",91,"Farm",548297.135018045,4727522.59221319,TRUE
"982727",2009-10-03 06:40:36,89,"Fm-S",58,"Farm",548300.900808427,4727524.191682,TRUE
"982732",2009-10-03 06:40:44,89,"Fm-W",210,"Farm",548299.577984742,4727524.64515018,TRUE
"982736",2009-10-03 06:40:51,89,"Fm-N",96,"Farm",548299.714063896,4727524.7077935,TRUE
"982741",2009-10-03 06:41:06,89,"Fm-S",49,"Farm",548301.921186699,4727524.69235244,TRUE
"982744",2009-10-03 06:41:14,89,"Fm-W",207,"Farm",548301.784246348,4727524.75309009,TRUE
"982747",2009-10-03 06:41:22,89,"Fm-W",207,"Farm",548303.627343172,4727524.73510864,TRUE
"982751",2009-10-03 06:41:29,89,"Fm-N",85,"Farm",548303.559088302,4727524.73463219,TRUE
"982760",2009-10-03 06:41:52,89,"Fm-W",210,"Farm",548297.609719676,4727526.29713723,TRUE
"982765",2009-10-03 06:41:59,89,"Fm-N",84,"Farm",548297.678620389,4727526.20507786,TRUE
"982768",2009-10-03 06:42:15,89,"Fm-S",61,"Farm",548297.769842151,4727526.17486778,TRUE
"982773",2009-10-03 06:42:22,89,"Fm-W",208,"Farm",548297.815560673,4727526.14434012,TRUE
"982777",2009-10-03 06:42:30,89,"Fm-N",82,"Farm",548300.773917032,4727526.07244851,TRUE
"982780",2009-10-03 06:42:45,89,"Fm-S",50,"Farm",548297.401295274,4727526.82007741,TRUE
"982785",2009-10-03 06:42:53,89,"Fm-W",204,"Farm",548295.308361814,4727526.77462333,TRUE
"982789",2009-10-03 06:43:00,89,"Fm-N",89,"Farm",548297.016240053,4727526.57061586,TRUE
"982792",2009-10-03 06:43:15,89,"Fm-S",42,"Farm",548297.877141644,4727527.10101941,TRUE
"982797",2009-10-03 06:43:23,89,"Fm-W",209,"Farm",548299.341210901,4727525.96990811,TRUE
"982801",2009-10-03 06:43:31,89,"Fm-N",90,"Farm",548299.070129093,4727525.69039521,TRUE
"982808",2009-10-03 06:43:46,89,"Fm-S",56,"Farm",548295.591499206,4727525.32680182,TRUE
"982811",2009-10-03 06:43:53,89,"Fm-S",49,"Farm",548297.756563115,4727524.81751778,TRUE
"982815",2009-10-03 06:44:01,89,"Fm-W",207,"Farm",548297.711059867,4727524.81720019,TRUE
"982820",2009-10-03 06:44:09,89,"Fm-N",91,"Farm",548300.037753733,4727523.96973063,TRUE
"982822",2009-10-03 06:44:24,89,"Fm-S",54,"Farm",548298.214609612,4727524.38886015,TRUE
"982828",2009-10-03 06:44:31,89,"Fm-W",207,"Farm",548297.758500688,4727524.53991049,TRUE
"982832",2009-10-03 06:44:39,89,"Fm-N",91,"Farm",548297.620914516,4727524.69318399,TRUE
"982839",2009-10-03 06:45:02,89,"Fm-W",205,"Farm",548296.477090204,4727525.57975669,TRUE
"982844",2009-10-03 06:45:09,89,"Fm-N",85,"Farm",548297.341436507,4727525.61663609,TRUE
"982847",2009-10-03 06:45:25,89,"Fm-S",52,"Farm",548300.730566787,4727525.76367835,TRUE
"982852",2009-10-03 06:45:32,89,"Fm-W",208,"Farm",548301.777571926,4727525.70929299,TRUE
"982857",2009-10-03 06:45:40,89,"Fm-N",88,"Farm",548301.527519405,4727525.67670084,TRUE
"982860",2009-10-03 06:45:55,89,"Fm-S",59,"Farm",548300.571305445,4727525.76256671,TRUE
"982863",2009-10-03 06:46:03,89,"Fm-W",208,"Farm",548298.699644458,4727526.61321206,TRUE
"982866",2009-10-03 06:46:10,89,"Fm-N",92,"Farm",548298.217985305,4727527.16509188,TRUE
"982876",2009-10-03 06:46:33,89,"Fm-S",57,"Farm",548299.289894752,4727526.80241239,TRUE
"982879",2009-10-03 06:46:41,89,"Fm-W",209,"Farm",548299.448294895,4727526.92690502,TRUE
"982883",2009-10-03 06:46:48,89,"Fm-N",92,"Farm",548299.561191801,4727527.05108005,TRUE
"982886",2009-10-03 06:47:03,89,"Fm-S",53,"Farm",548298.166454009,4727528.02844142,TRUE
"982891",2009-10-03 06:47:11,89,"Fm-W",208,"Farm",548298.257029884,4727528.09076712,TRUE
"982896",2009-10-03 06:47:19,89,"Fm-N",93,"Farm",548297.637138918,4727528.88845623,TRUE
"982898",2009-10-03 06:47:34,89,"Fm-S",53,"Farm",548296.172209436,4727530.1429489,TRUE
"982903",2009-10-03 06:47:41,89,"Fm-W",209,"Farm",548296.924088839,4727529.99396277,TRUE
"982907",2009-10-03 06:47:49,89,"Fm-N",89,"Farm",548294.582610845,4727529.70000015,TRUE
"982910",2009-10-03 06:48:04,89,"Fm-S",59,"Farm",548295.493105684,4727529.64466113,TRUE
"982915",2009-10-03 06:48:12,89,"Fm-W",209,"Farm",548296.135747944,4727528.84713062,TRUE
"982920",2009-10-03 06:48:19,89,"Fm-N",85,"Farm",548296.181681723,4727528.78575769,TRUE
"982925",2009-10-03 06:48:27,89,"Fm-E",42,"Farm",548296.800280836,4727528.17313997,TRUE
"982926",2009-10-03 06:48:35,89,"Fm-S",52,"Farm",548295.483701192,4727527.73209654,TRUE
"982929",2009-10-03 06:48:42,89,"Fm-W",211,"Farm",548295.52920442,4727527.73241412,TRUE
"982933",2009-10-03 06:48:50,89,"Fm-N",93,"Farm",548295.506452806,4727527.73225533,TRUE
"982938",2009-10-03 06:48:57,89,"Fm-N",90,"Farm",548295.551956033,4727527.7325729,TRUE
"982940",2009-10-03 06:49:13,89,"Fm-S",68,"Farm",548291.448055257,4727528.93780231,TRUE
"982946",2009-10-03 06:49:20,89,"Fm-W",211,"Farm",548289.238566149,4727529.2925445,TRUE
"982950",2009-10-03 06:49:28,89,"Fm-N",85,"Farm",548290.352749198,4727529.39286,TRUE
"982954",2009-10-03 06:49:43,89,"Fm-S",62,"Farm",548294.899626431,4727529.91813994,TRUE
"982958",2009-10-03 06:49:51,89,"Fm-W",206,"Farm",548293.554913707,4727530.24806945,TRUE
"982962",2009-10-03 06:49:58,89,"Fm-N",92,"Farm",548293.668241198,4727530.31055388,TRUE
"982965",2009-10-03 06:50:13,89,"Fm-S",59,"Farm",548293.849392963,4727530.43520516,TRUE
"982970",2009-10-03 06:50:21,89,"Fm-W",207,"Farm",548292.891027124,4727530.82952464,TRUE
"982975",2009-10-03 06:50:29,89,"Fm-N",101,"Farm",548291.933522439,4727531.10046323,TRUE
"982978",2009-10-03 06:50:44,89,"Fm-S",65,"Farm",548291.135709555,4727531.31082286,TRUE
"982982",2009-10-03 06:50:51,89,"Fm-W",204,"Farm",548289.428693676,4727531.39145075,TRUE
"982986",2009-10-03 06:50:59,89,"Fm-N",100,"Farm",548288.653202014,4727531.66365995,TRUE
"982993",2009-10-03 06:51:14,89,"Fm-S",51,"Farm",548287.130351453,4727531.43710599,TRUE
"982997",2009-10-03 06:51:22,89,"Fm-W",209,"Farm",548285.781613081,4727529.08334107,TRUE
"983001",2009-10-03 06:51:29,89,"Fm-W",208,"Farm",548283.974182627,4727527.25077073,TRUE
"983006",2009-10-03 06:51:37,89,"Fm-N",93,"Farm",548285.990467003,4727528.49871004,TRUE
"983009",2009-10-03 06:51:52,89,"Fm-S",38,"Farm",548292.854134496,4727529.59539688,TRUE
"983014",2009-10-03 06:52:00,89,"Fm-W",209,"Farm",548294.134682616,4727528.67893104,TRUE
"983019",2009-10-03 06:52:07,89,"Fm-N",83,"Farm",548296.779036197,4727527.9570644,TRUE
"983021",2009-10-03 06:52:22,89,"Fm-S",51,"Farm",548291.024815434,4727527.63928488,TRUE
"983026",2009-10-03 06:52:30,89,"Fm-W",207,"Farm",548293.396580206,4727526.85382116,TRUE
"983032",2009-10-03 06:52:38,89,"Fm-N",99,"Farm",548296.403883902,4727526.28872117,TRUE
"983035",2009-10-03 06:52:53,89,"Fm-S",69,"Farm",548295.04969834,4727527.9758416,TRUE
"983040",2009-10-03 06:53:00,89,"Fm-W",211,"Farm",548295.118168453,4727527.94547271,TRUE
"983045",2009-10-03 06:53:08,89,"Fm-N",90,"Farm",548301.924560903,4727527.46858418,TRUE
"983048",2009-10-03 06:53:23,89,"Fm-S",56,"Farm",548306.248444312,4727527.34453313,TRUE
"983052",2009-10-03 06:53:31,89,"Fm-W",208,"Farm",548303.438224909,4727525.75173152,TRUE
"983057",2009-10-03 06:53:38,89,"Fm-N",90,"Farm",548302.418492821,4727525.15852509,TRUE
"983069",2009-10-03 06:54:09,89,"Fm-W",211,"Farm",548299.087498413,4727526.46168538,TRUE
"983074",2009-10-03 06:54:16,89,"Fm-N",89,"Farm",548295.674755727,4727526.43786615,TRUE
"983077",2009-10-03 06:54:32,89,"Fm-S",57,"Farm",548293.869843506,4727527.50490595,TRUE
"983082",2009-10-03 06:54:39,89,"Fm-W",206,"Farm",548294.669809639,4727526.98609408,TRUE
"983086",2009-10-03 06:54:47,89,"Fm-N",94,"Farm",548296.792598949,4727526.01381335,TRUE
"983090",2009-10-03 06:55:02,89,"Fm-S",62,"Farm",548299.375949473,4727527.51248846,TRUE
"983095",2009-10-03 06:55:10,89,"Fm-W",209,"Farm",548301.137657322,4727529.37559049,TRUE
"983099",2009-10-03 06:55:17,89,"Fm-N",96,"Farm",548301.815038268,4727530.12064086,TRUE
"983102",2009-10-03 06:55:32,89,"Fm-S",48,"Farm",548299.454038301,4727529.36383895,TRUE
"983107",2009-10-03 06:55:40,89,"Fm-W",206,"Farm",548298.890415083,4727528.61958282,TRUE
"983111",2009-10-03 06:55:48,89,"Fm-N",93,"Farm",548296.147588288,4727527.1506416,TRUE
"983119",2009-10-03 06:56:10,89,"Fm-W",209,"Farm",548298.887254965,4727525.81250583,TRUE
"983123",2009-10-03 06:56:18,89,"Fm-N",95,"Farm",548299.299152347,4727525.47606644,TRUE
"983134",2009-10-03 06:56:48,89,"Fm-W",206,"Farm",548301.377300749,4727524.38008848,TRUE
"983140",2009-10-03 06:56:56,89,"Fm-N",84,"Farm",548301.355410332,4727524.25654865,TRUE
"983142",2009-10-03 06:57:11,89,"Fm-S",62,"Farm",548304.966674518,4727525.17631244,TRUE
"983147",2009-10-03 06:57:19,89,"Fm-W",206,"Farm",548305.511636851,4727525.33435041,TRUE
"983153",2009-10-03 06:57:26,89,"Fm-N",89,"Farm",548305.556063489,4727525.48889433,TRUE
"983155",2009-10-03 06:57:42,89,"Fm-S",62,"Farm",548305.306010975,4727525.45630204,TRUE
"983160",2009-10-03 06:57:49,89,"Fm-W",207,"Farm",548304.351519454,4727525.29540535,TRUE
"983165",2009-10-03 06:57:57,89,"Fm-N",97,"Farm",548302.167363753,4727525.28015919,TRUE
"983168",2009-10-03 06:58:12,89,"Fm-S",58,"Farm",548300.959590091,4727525.54934963,TRUE
"983173",2009-10-03 06:58:20,89,"Fm-W",205,"Farm",548301.073563497,4727525.51929841,TRUE
"983178",2009-10-03 06:58:27,89,"Fm-N",90,"Farm",548298.148438732,4727527.34968701,TRUE
"983182",2009-10-03 06:58:42,89,"Fm-S",56,"Farm",548296.179313651,4727529.12505549,TRUE
"983186",2009-10-03 06:58:50,89,"Fm-W",210,"Farm",548294.712877579,4727530.59546526,TRUE
"983190",2009-10-03 06:58:58,89,"Fm-N",94,"Farm",548295.123052278,4727530.50578766,TRUE
"983195",2009-10-03 06:59:05,89,"Fm-N",92,"Farm",548297.495892985,4727529.56609906,TRUE
"983199",2009-10-03 06:59:20,89,"Fm-S",35,"Farm",548297.4956777,4727529.59694432,TRUE
"983203",2009-10-03 06:59:28,89,"Fm-W",207,"Farm",548296.259771384,4727530.63710815,TRUE
"983207",2009-10-03 06:59:36,89,"Fm-N",87,"Farm",548296.122185363,4727530.79038168,TRUE
"983211",2009-10-03 06:59:51,89,"Fm-S",24,"Farm",548296.030317835,4727530.91312753,TRUE
"983215",2009-10-03 06:59:58,89,"Fm-W",210,"Farm",548296.007996788,4727530.85127823,TRUE
"983220",2009-10-03 07:00:06,89,"Fm-N",92,"Farm",548297.950494565,4727529.6309655,TRUE
